Request ID,Text,categories,is_text_annotated
1884,"We are a family of 5 adults (2 seniors) flying Etihad to SFO with a 19 hour layover in AUH. Looking for suggestions on how to spend all that time. We do not have Abu Dhabi visas to step out.

Should we look into getting them? I suppose we could explore the airport for a couple of hours but then what? Where to get some sleep/rest?

Thanks for any advise!",,False
2083,"My husband and I are flying Wizz Air from Madrid to Budapest with our 23 month old daughter in just a few short weeks.

We have read the carry-on luggage information on the website but were wondering how exact they were with the dimensions of the carry-on baggage. We are fairly certain that we can keep it under the maximum weight but one or two of the dimensions might be a cm or so more than the allowance if it is packed too full.

Will someone take out a tape measure and actually measure the dimensions or as long as it looks to be the right size, will we be alright? What we have is probably the maximum dimensions for the typical transatlantic flights from the US via one of the bigger airlines (US Airways, American, Delta, etc.).

We really don't want to have to buy two more carryon luggage pieces for a couple of cms, but we don't want to run into a problem, either. For what it's worth, we have taken this carry-on luggage with us on every other trip we've ever taken overseas and have carried it on both Ryanair and Easyjet flights. (Ryanair lists the same dimension requirements as Wizz Air.)

I was just curious as to how exact they are about things or if they will just estimate by sight. If we get to the airport and discover there is a problem with the size, will they tell us when we check our other baggage? Or will we at least know when we go through security? What I don't want to happen is for us to get all the way to the gate and then have them say that our luggage isn't the right size and then have to figure out what to do about it. At least if we were told about this upon checking our other baggage, we would have a little time to come up with a plan.",,False
2050,"Hi all.

Bit new to using apps on mobiles so just wanted to check something with you all. I see that Easyjet have an App where you can download your boarding card to your android/IOS device. This I understand if someone is travelling alone But if you are travelling with another person (friend or family member) and you are the one who booked the flights, do you download both boarding passes to your own device? Or does each person need to download their own boarding pass to their own device? 

Just wondering how this all works as if the other person is a friend and they need to download their own boarding pass to their own device then surely they would need my Easyjet account details etc?

Thx",,False
2225,"Hello Everyone!

I’m hoping for a bit of advice with regard to refundable vs. non-refundable flights, and how travel insurance might factor in the decision.

I am shopping for fares to book a roundtrip ticket for a trip in which I’m planning to be away for about three months this summer. The exact date of my early August departure (or November return for that matter) isn’t terribly sensitive, and as I don’t forsee any scheduling issues this far in advance, I’ll likely select travel dates on which I can find the best rates. But as I’ve got just a tinge of worry that something important might arise forcing me to change (or even worse cancel) my trip unexpectedly, I have been comparing refundable fares as well.

I’m astonished at the difference! A basic non-refundable fare from Baltimore/Washington area airports to CDG is in the area of 1,200 to 1,400 US. Compare that to the refundable fares, with the same dates and carriers, at around 3,300 – 3,500 US!!

Is such a drastic increase usual? I was expecting a few/several hundred diff., but 2.5x the cost seems abnormal!

Now I should also note that in addition to my flight arrangements, I’ve also been researching travel insurance policies, just for a bit of added peace of mind I suppose. I’ve been told that a number of such policies extend to cover flight cancellations, which I understood to mean that one would be covered in the event of an airline caused cancellation.

Can anyone confirm to what degree such policies could cover me in case of having to cancel or postpone my trip? Are there any particularly good agencies people have used and would recommend (or urge to avoid!)? Would this be a good alternative to splashing out on that oh-so-expensive refundable airfare??

Thanks for reading, and I'll look forward to your suggestions!

Best",,False
2356,"Been searching airfares for upcoming summer '13 trip to London & Paris. Travelling w/ daughter, my father and his wife, and possibly aunt. Prefer direct/non stop flights. In searching from Philadelphia, (closest airport for us), it looks like USAir is the only choice, (running ~1500-1600 pp. w/ taxes).

We could also fly out of Newark (about 2 hour drive) for ~1400-1500 pp. I know summer is ""high season"", but not having travelled to Europe in quite a few years.....is this price reasonable? Or should we wait a few more weeks/months and continue searching?

***This is the first trip abroad for my father, his wife, and my aunt....so I'm trying to keep things simple. No change of planes/layovers. I know this limits my choices.***",,False
2231,"I booked a flight from LAX to Cleveland, Ohio. I had to connect through Denver and was scheduled to arrive in Cleveland at 12:30 AM for a one day business meeting which began at 7:30 AM.

When I arrived in Denver, they told me the flight was cancelled and offered to fly me to D.C. and then to Cleveland which would get me into Cleveland after 8:30 AM.

I told them Frontier had a flight which would get me to Phoenix and then to Cleveland at 7 AM but they refused to pay for the Frontier ticket. They also refused to allow me to use the United lounge while I waited for the flight to DC and also refused to upgrade me to First Class.

They gave me a $200 credit for future use which is truly pretty worthless to me. Is this standard operating procedure? Do they owe me anything else for the tremendous inconvenience, for making me late to the meeting, for the fact that I wasn't able to get even a few hours sleep?

Also, the cancellation was not due to any weather-related issues.

Thank you for the information.",,False
2005,"Hello Everyone,

Long story short,I purchased two tickets from LAX-Dublin from Expedia for $650ea r/t for my wife and I about a 1 ½ years ago. Due to an illness we paid (and were charged) for changing our tickets to last month. We arrive at the airport and my wife’s ticket was changed and mine was not.

After trying to get Expedia to change the ticket in time for departure, at one hour until take-off I am forced to buy a ticket from AA at $2400. It is my belief that due to severe negligence on Expedia’s part, I was unable to secure a reasonable priced ticket and Expedia should reimburse me for the cost of the AA ticket, as all information confirming my itinerary was correct, and confirmed by phone with Expedia, basically they booked me a ticket but did not purchase it.

1. Can I sue Expedia in small claims court or do I have to go through arbitration?

2. Has anyone had similar situations?

Michael

Edited: 2:34 pm, March 30, 2011",,False
1994,"so I've already booked my flight. 3 tickets from CVG to GCM with a layover in CLT. This is my first international trip as well as my first time purchasing plane tickets. I'm traveling with my wife and who has flown 2-3 times and my 9 yo daughter who has never flown.

I myself have only flown once more than 10 years ago. I have a few concerns like how early should I arrive to the airport??

Our flight departs on June 6th at 5:40am. Should I expect the same time allowances when we fly home on June 13th??

Our connecting flight on the way home only has a 42 min layover at CLT, being a first time international traveler I didn't take into consideration the extratime needed to enter and exit the country when purchasing the flights but was looking more so at the the price.

I called the airline to share my concern about the short time in between flights and they assured me that it was a legal connecting flight and there was enough time to connect or they wouldn't be allowed to sell the tickets. I'm not to assured tho. Lol.

Also I'm nervous about sitting apart from my family on the flights. They all seemed pretty well booked. Not sure how seating arrangements work exactly. If I arrive earlier will it increase the chances of sitting together??

Flying is fear of mine and I know my daughter is going to be scared to death. She hasn't even rose a roller coaster due to fear issues and if I remember take off reminded me of a coaster ride. I myself have also always been fearful of flying. More so the death factor (even tho statistically it's safer, I know) and the take off/landing.

Any advice for us new flyers would greatly appreciated",,False
2072,"I booked a flight with the travel agency STA from Harare-Zimbabwe to Manchester -UK.

The trip has two layovers 12hr in Jomo Kenyatta airport in Nairobi Kenya and 15 hrs in Amsterdam. I wasn't to fussed when I booked them because I assumed that Kenyan Airlines will put me up in a hotel somewhere right..wrong.

Apparently because I voluntarily chose those flights and they have other earlier flights leaving that day, I am responsible for finding my own accomodation if I want. ( how was I supposed to know, I just chose the cheapest flights...lol)

Has anyone had any expirience with these layovers?

I don't mind getting into airport hotels , but is it worth it for when I'm in Kenya or should I just pay for lounge access. They are both night layovers so it's limited on what I could do during that time.

Also any recommendations on things to do in Amsterdam in the evening? The flight lands at 1600 so realistically, things to do after 1800.",,False
1812,"We have been using Etihad airways for 6 years now and graduated to Silver membership, usually flying twice a year. This year, we flew to Thailand from Manchester in March, on our Silver status, but lost this privilege for our return flight in April.

We understood, as we had only flown once with the airline in 2011, we had not reached the required tier level, the Silver status was removed. Before we flew in March, we had already booked flights with them for November 2012, as we did not realise this would happen.

We now have a reduced luggage allowance for that flight.And I have to say, the little extras that used to make their economy so attractive,are fast disappearing with every trip. My husband who is on my family membership, has accompanied me on all our flights to Bangkok.He was surprised, but pleased, to receive a letter in May, thanking him for being a frequent flyer and had his silver status re-instated. I waited to receive mine….I haven’t?

I can only presume, as I have taken advantage of the miles we have accumulated and had a reward flight, I am not classed as being a frequent flyer? I also realise that in November when we fly with them, my husband will have increased luggage allowance, can go in the business lounges for our trip, while I have neither?

I emailed Etihad guest, Etihad Silver guest and Etihad.com regarding the above. I have re-sent my emails querying this decision 3 times. Not even received an acknowledgment.

I get advertising Emails from Etihad, saying how many people have switched to flying with them. Well checking prices for an Easter trip 2013, this is one regular flyer, who has just switched back to Emirates. 30 K luggage allowance as opposed to Etihad 23K in Economy, cheaper flights, better flying times, frequent flyer points to save and the new airbus????..

Good bye Etihad",,False
2315,"Hi.

I recently booked a flight for myself and four friends with British Airways from CPH to London on April 14. Today, I entered the advanced passenger information, and noticed a spellig mistake in the name of one of the passengers.

Her name is Maria Elisabeth S. L., which I have written in the advanced information thing (with whole surname, of course), but under passenger information it says Maria Elizabeth-s. L.

I am absolutely confident that I did not put a hyphen between the two middle names when I booked the tickets. I probably accidentally put the z instead of the s, though. BA has done the same to my own name. My name is Tia Amalie R. W., and BA put it as Tia Amalie-r. W.

Furthermore, neither of our names are allcaps as they are on the passports. All names are written correctly in the advanced information thing.

My question is, if we'll face any problems regarding the hyphens, the z instead of the s and the fact that the names are not allcaps? Should I call BA, and if so, will I be charged any fees?",,False
1625,"Hello!

Basically this is just nerves. I'm 17, I've only flown once on my own before and I'm flying to NZ on my own very soon... from Paris CDG, connection at Dubai, to Auckland.

My main worry is about connecting at Dubai, just fear of the unknown really, could anyone give me any advice on what you actually have to do? I have an e-itinerary from STA travel and I'm flying with emirates, do I have to do any sort of checking in at Dubai or what? Or is it right that I have to get a boarding pass there? If so, is that it? Is it panicky idiot proof?

Just any advice from anyone who has done the same would be amazing, thank you!

x",,False
1654,"Hi,

looking at booking an MIA-MAD flight on Air Europa and it says that their new 787s will be in service by then.

Has anyone had the chance to fly them in B-class?

Any reviews?",,False
1693,"I will be flying on Southwest and checking in 24 hours before my flight with the iphone app.

Will the app tell me what group I'm in or will I get that when I check my luggage.

Do I need anything printed that has my group on it?

Thanks in advance for your help.",,False
1751,"Hi All

as the above says I am due to travel to LAX from LHR in just over a month. I wanted to ask a few questions mostly about immigration, so hopefully this is in the correct sub forum, apologies if its not.

I have my ESTA in place, insurance etc. I will be staying with family friends for 3 weeks, which I am very excited about. I will be travelling with my friends mum who, is an American Citizen living in the UK, so I know we will get separated at immigration which is a little unnerving being as I have never been to LAX.

As I am staying with family friends I don't need a hotel or taxi's etc and as such was wondering what is a sound amount of money to have for this period to satisfy immigration. I have been to the USA before, however this was in 2007 and that was to New York with my school! I was planning on just using my debit card but am now thinking I should carry some cash too instead of relying on my debit card.

Ok now I'm rambling, so yes how much do you think I will need and also if you have any advice for LAX Immigration that would be awesome!
 Thanks",,False
2390,"I was reading a news item today about a Qantas plane diverting to Noumea because the pilots calculated that there was no enough fuel to get to Brisbane.

This got me thinking if planes had fuel gauges. I am guessing they do have something like that but if so why would the pilots need to make such a calculation.

Would it not provide a read out of how many miles left before the tank was empty, much like a car?",,False
2415,"Hi there.

Does anyone know what lounge MAS use at Paris CDG (T1) for their business class passengers?

Has anyone used it? Any good?

Thanks, Treets",,False
1708,"My wife and her mother are travelling from Kansas City to Dusseldorf, Germany to attend the funeral of a family member.

Ticket was booked through Expeida to travel on 1/30/2014, using a SAS Itenerary: MCI-ORD-CPH-DUS.

The MCI-ORD segment was operated in conjunciton with United (#491). UA491 was delayed 40 minutes in departing MCI due to incoming aircraft being late in departure from ORD (#650) due to ""weather"". A UA650 was scheduled to depart ORD at 5:08PM, but did't leave until 5:27.

According to FAA's weather observation report at ORD around 5PM, the weather had been overcast with broken clouds and winds of 15-25MPH. I searched several other UA departures from ORD around 5PM and saw that most other delays were due to late-arriving equipment & crew, but none other that cite weather as the reason.

The delay has caused them to miss their departure to Copenhagen. SAS has them re-booked for a flight tonght, but no confirmed seats as of noon on 1/31. UA has a non-stop to their ultimate destination (DUS) departing ORD at 5:55PM, but SAS will not book them on that flight.

I guess my questions are:

1) Is there any way to dis-prove the ""weather"" causatioin of the initial delay (does the FAA have guidelines that regulate that or monitor such)?

2) Which airline is resposible, the one that sold the ticket or the one who's name is on the tail?

Any help, guidance or feedback would be appreciated!",,False
1948,"My 16 year old step son was denied travel from Rome to London this weekend on BA (for a four day stay) despite having round trip tickets. 

The reason given was for a lack of him not having Eur500 basic travel allowance. .I have never heard of this requirement for landing in the UK. Is this a new requirement?

I would never travel with that much cash myself, so why would a 16 year old single traveler have to do so? Why is this type of regulation not published ahead of time? I am not only out of the money paid for the plane tickets but hundreds in euros for taxi fares.

More importantly we didn't get to see each other this weekend. If any of you know about basic travelers allowance, please enlighten me.

With all of the illegal immigrants streaming across the border, how can a 16 year old EU citizen with a genuine passport be refused entry to the UK for 4 days? He was told that he was a homeless risk. Has the government lost all sense of sanity and common sense? What to do?",,False
1533,"I am visiting Vegas from the uk in September then traveling down to cancun. I have checked flights and there is one available connecting in Denver flying with frontier airways for £140 or with united connecting in Houston for £200, Both are around the same journey time.

Being from the uk I have never heard of frontier what are they like to fly with ? Would I be better just going for united?

Many thanks",,False
1860,"Im travelling from Chennai to Warsaw on 1st September. The route is Chennai - Delhi - Frankfurt - Warsaw. Chennai to Delhi and Delhi to Frankfurt are Air India flights.

The one from Frankfurt to Warsaw is a Lufthansa flight that is operated by LOT Polish airlines under codeshare. I believe Air India and Lufthansa are interline partners and my flight from Frankfurt to Warsaw is an LH flight.

My question is, will I get a through check in until Warsaw? I would like a through check-in mainly because of couple of reasons. I have a very short stopover at Frankfurt (about an hour) and the baggage allowance for me would be 2 pieces in Air India as I'm traveling under student visa. But Lufthansa doesn't give such offered to students travelling from India to Europe. But as per the information I found on air India's website, it says ""Free 1 additional piece to Europe interior points via Frankfurt/Paris/Rome/Milan (Subject to one interline on through published fares without stopover enroute) (max. weight 23kgs).""

I'm traveling through Frankfurt and there are no stopovers en route and I believe both Lufthansa and LOT Polish are interline partners of Air India.

Basically, I'd like to know if I can get a through check-in and in case I can't get a through check-in, will I be made to pay for the extra baggage at Frankfurt for the flight from Frankfurt to Warsaw?

Any information on this would be highly appreciated. Thanks :)",,False
1867,"Last May, flying home to NYC from Berlin (TXL) on American Airlines via Heathrow (British Airways TXL-LHR, American LHR-JFK), I was security screened four times and saw other passengers forced to put their purchases and/or laptops in their carry-on as the British only allowed a single carry-on, not a carry-on plus personal item.

The four times were:

1) What I would consider normal screening in Berlin as you enter the secure area after checking in and checking your bags

2) Screening upon arrival in Heathrow when transferring from the inter-European terminal to the transatlantic terminal (even though I never went outside or otherwise left a secure area; this happens every time going through Heathrow and means it takes at least an hour to get from the arrival gate to the terminal where my connection is)

3) Screening upon entry to the set of gates where my departure gate was located (i.e. the wing of the terminal)

4) Screening at the gate itself before entering the ""holding pen"" I noticed in the Schipol security forum that some airports are confiscating liquids purchased after passing through general security.

I'm getting ready to plan a spring trip. Is this a trend in Europe? Are some airports worse than others? I want to be kept safe and support reasonably security efforts, but four times is excessive!",,False
1955,"Basically Im 22, from Ireland, am about to be sacked from my job shortly (not through my own doing-damn economy!) and hoping to go back to Uni in September - have saved up a bit of money past few months and considering heading off on my own to do a bit of travelling, for at least 6weeks,start of April to middle of May maybe.

Don't want to be completely alone though, was just wondering if anyone could tell me would there be many fellow travellers like myself out there that time of year? Was thinking of starting in Los Angeles and working my way up to Vancouver as I have a cousin that lives there..

Or is April the wrong or right time of year to visit the likes of Los Angeles, San Francisco or Las Vegas? Or if anyone has any other travel suggestions? Any other ideas of where I could go? I love the idea of Australia also, but thinking of spending a year out there after I finish Uni.

Much appreciated!",,False
2133,"I am trying to get a one way business ticket from SFO to chennai for Dec this year. This is what the agent at Emirates just told me

1. economy fare -880$ ; upgrade miles - 67000 to business (they do not have this option for Dec)

2. reward ticket for business 124000 miles plus 740$ taxes (cannot imagine why the taxes are almost the cost of an economy fare for a reward ticket)

3. business class ticket full fare -7000dollars (really one way????) reverse one way fare from maa-sfo is 2K only.

I prefer the option1 but as of today it is not available for Dec.

Any suggestions from frequent flyers on Emirates. Do they open up upgrades for Dec ? Would it be wise for me to wait and book an upgrade",,False
1652,"Currently waiting for the October release for travel to Greece in August 2015, returning early September 2015. The October release I think will only be for dates up to 31/8.

Should I buy the outward ticket without the return and wait for the return date to be released whenever that will be. Or should I wait for the September dates to be released and buy the whole trip in one transaction.

What are the pitfalls of both options. Is there anything I should be aware of.",,False
1715,"I am travelling from Birmingham to Jersey tomorrow and have just checked in on line. I have been allocated seat 11a and when I looked at a seat review it said this seat has no window, is this true and if so will I be able to change it?",,False
1713,"I impulsively purchased a one way ticket to Paris last month and I do not regret it!

However, I was informed thereafter of an open-jaw ticket, which I had never heard of. I would be flying from Paris to Rome and then back to the US. I would like to go to Florence, but that's only if time/money allows for it. I was told to go to easyjet.com for the open jaw ticket, but I don't see an option for ""multi-city"" on the site so I'm stumped.

Any suggestions? Is this the best option?

Thank you in advance!",,False
1734,"I own a suitcase that is 20 inches long. I see people with similar sized bags onboard all the time but have never tried to carry this on since with the wheels, it measures just under 23 inches tall.

Next trip, I'm tempted to try to carry it on because I want to save time getting to the gate. I'm flying JetBlue, so this isn't a matter of trying to dodge baggage fees. (Free checked bag is why I like JB and SW so much). I see people with similar bags on board all the time, but I don't want to get turned back. Do the wheels count? What do the experts think? Don't try it?

Edited: 1:33 pm, May 25, 2015",,False
1740,"I've heard that sometimes in doha international airport things get stolen is this true?.

Are the conditions in the airport good?

thanz
--------------",,False
2420,"I need to book a one-way flight, Nice to Strasbourg in the near future. Is Air France my only option for domestic flights in France?

Any recommendations?

thanks.",,False
2421,"Hi all,

Sorry I realise it's ""one of these"" type threads. It's likely that I'm about (i.e. first trip will be befroe the end of March) to embark on LHR <-> GRU once a month for 7 months ish (2 weeks in each destination) and I'm trying to work out which combinations of airlines and routes might be best for me, I'd appreciate opinions on the routes and FF programmes.

I am restrictred slightly by the forced usage of certain airlines/routes by my company and I can't book that far in advance (maybe 2 trips/months in advance) due to changing requirements.

Key details:

- Economy always ( damn you corporate policy! ) typically discount economy fares
- I only hold a British passport (no restrictions - i.e. I can transit the US etc)
- I have 90 tier points with BA at the moment. Membership year ends of March
- No other FF memberships of note (i.e. I have them but 0 balances)

My choices basically amount to the following combos which I can't necessarily always book due to the particular airline not being the cheapest those dates (i.e. I can't always consistently stick with one).

The corporate booking agent have various rules to list options as ""valid"" or not:
1) AA via JFK (generally only a ""valid"" option at short notice)
2) IB via MAD
3) LH via FRA or MUC
4) TAM direct
5) BA direct (very very rare that this is cheap enough to be considered - generally only cheap enough over the world cup, go figure)
6) KLM/AF via AMS/CDG (typically out one way, back the other) and an occaisional smattering of others (DL via JFK, TAP via LIS, etc).

I'm tempted to stick with OneWorld carriers as for shorthaul often my company will fly us BA and so I'd like to use this to try to get lounge access - but my BAEC account will rollover to a new membership year before I reach silver and except going consistently via JFK I'm not sure I'll get enough miles/points/etc to make the cut with other programmes.

Irritatingly TAM only switch to OneWorld at the end of March and there's no word (as far as I can see) as to what they plan to do FF programme wise.

Any opinions from the regulars or just do whatever the hell I can on the fly given the confusing situation?

Also any tips from anyone in negotiating business class travel from their employer when there's a blanket economy policy even for long haul?",,False
1725,"Hi there,

we have recently booked a Lapland break over December with this company, has anyone travelled with them before?

I know they use Inghams as the agent.. I want to pre book some items beforehand but they are saying we book on arrival although Inghams say it can be booked prior just need instructing from Voyage, help please?

Thanks Becky",,False
1727,"Can anyone help?

My father at 67 would like to celebrate his retirement with a trip to USA to see his brother (Colorado) and some other destinations (Spokane, Charlotte, Stockbridge Mass, to see Norman Rockwell museum) from Oct 4 - 22nd.

I have looked at separate flights here and there but am thinking there might be a cheaper way!

Maybe some kind of package deal? Can anyone help?

Many thanks, Si.",,False
1721,"Does anyone have any advice or experience with this route?

I'm looking for the budget option, from what i can tell this would likely be Norweigan Air?

THanks for the help.",,False
2428,"I plan to fly from El Paso to San Juan PR- changing planes in Atlanta.

Is one hour enough to change planes? It presently shows flight # 2136 from El Paso with flight 549 onto San Juan for my travel dates in October. I cannot find where it shows terminal & gate for the arriving flight nor the outbound flight which is always subject to change, I know.

.Thanks",,False
1755,"Does anyone know how much time to allow to transit at MNL airport?

We would be flying in on a Philippines airline flight from London which arrives at about 15:30 and would need to clear immigration and possibly change terminals.

We need to get an onward flight to Kalibo (approx 1 hr) and then transfer to Boracay via the ferry from Caticlan.

At the end of March what time is the last ferry and approx how long does it take to get from Kalibo to Caticlan, probably by a private transfer?

Many thanks.",,False
1759,"Hi,

I will be transiting through HKG on my way to BKK 3 hr layover. Checked Cathay Pacific and HKG on transiting passengers and noticed I will have a security inspection prior to gaining entry to the Departures Hall.

I was planning on doing a little Duty Free shopping in YYZ prior to boarding. So the question is will liquids over 100ml be passed through the screening or should I wait to HKG for for Duty Free.",,False
1763,"Hi

just looked at booking my seats on the new virgin plane from man to mco on the 27th june only about 8 seats available so bagged 3 very poor seats and not together will there be more available to change to would it be worth getting the seats on the day of travel to sit together 

any help would be great",,False
1754,"I am flying from Heathrow to Bangkok with Eva Air tomorrow night. (Monday 28th). Obviously the news of St. Judes Storm is worrying me. If my flight was cancelled what does happen? Do they reimburse me my payment and left for me to find another airline to fly? Do they arrange the flight at another time?

I haven't a clue what would happen. I booked the flight direct with them including a return flight. If I know a cancellation means I have to arrange another flight myself at least I save some time and can do that straight away with earliest next flight with them or another company. Don't want to be queuing up in long queues at reception desks to get the answer whilst other people are booking all the free seats available for next available flights :(

Please help. I am really worried.",,False
1764,"Hi there- I've had some not so pleasant experiences flying Delta within the US...plane comfort mostly. Not a big issue when flying short distances, and I do realize that any long flight can be uncomfortable...but I am wondering if anyone has taken a Delta flight to Europe. How was it? Comfort, in-flight entertainment, etc.

I'm thinking of KLM compared with VA or BA...no comparison there. I'm just trying to see how Delta might compare as they have the only intinerary that works for us. And...I didn't know anything about the possible strike/bankruptcy... anyone have any recent info on that? Actually, we might be able to go with AerLingus...

any thoughts on them would be most appreciated as well!

Thanks so much!",,False
2424,i bought four tickets via expedia - for turkish airlines. refundable unfortunately i might have to cancell my flight - it is due five weeks from now anyone know the percentage of refund ? is there a penatly?,,False
1787,"Hi everyone,

I am flying from Bali to Singapore on 28th June with an onward flight to Mumbai. Bali to Singapore - AirAsia arriving at 15:30 Singapore to Mumbai - Qantas departing at 23:30

During this stopover I have 8 hours to spend at the airport. I have read numerous posts but am very confused and skeptical about the process to be followed once I land.

Could you please guide me regarding the baggage retrival, immigration, customs and checkin?? How do I go about from the time I land to the time I takeoff???

Thanks and regards in advance.",,False
1790,"Hi,

I will be flying from Heathrow to Seoul Incheon in August with my 2 kids, 5 and 9. Just wondering if anyone can offer any advice as to whether there is much to chose between the 2 Airlines?

I am particularly interested in seat comfort, IFE, and choice of meal for the kids - we will be flying business class if that makes a difference. Am really dreading the flight tbh, so any info which might help would be hugely appreciated.

Thanks in advance :~)",,False
1791,"hi all,

we will be flying from manchester england into jfk on american airlines, we land at 12.45 and have another connecting american airlines flight at 15.20 to orlando mco. my question is , i know that we need to clear immigration and customs at jfk, but do we collect our luggage and then re check it in to our orlando flight? or does the airline handle this for us?

any help appreciated x",,False
1789,"And apparently, neither have others since the most recent threads I could find are over four years old. But I need to take some film (yes, camera) along on flights to Hawaii next week, and it will go from there to parts of Asia, so multiple airports.

Do the same general rules apply in getting it through security - i.e. don't put it in checked bags, and ask that it be hand-inspected? Or, do new-fangled security systems not damage film in ways old ones did?

I suppose I should first find a place to buy it! ;-) And maybe one of those lead-lined pouches.",,False
1806,"Does anyone know which aircraft Easyjet use to fly from Gatwick to Dalaman; is it the Airbus A319?

Has anyone else flown Gatwick to Dalaman and can I have your experiences please? Many thanks :)",,False
1814,"Hi, so, I booked flights from Helsinki to Miami via American Airlines, but the carriers on my way back from Miami are first BA and then from Heathrow to Helsinki Finnair. As BA´s hand baggage restrictions are very traveller-friendly and Finnair´s are miserly, here´s my question: Will anyone re-weigh my hand baggage on Heathrow? Can anyone tell me for sure? Do I get away with a 10 - kilo hand baggage boarding Finnair on Heathrow if the luggage is the correct size for Finnair (smaller than BA, naturally.) BA would allow hand baggage up to 23 kilos, incredible! :O) ----",,False
1828,"Can anyone help please?

We are looking to travel to Tasmania for a wedding in Jan 09 departing from Heathrow. We don't want to do the long flight and are thinking of flying from London and spending a few days midway, flexible about where. Then flying on to Sydney with an onward connecting flight to Hobart or directly to Hobart if possible (I believe it's an international airport but not sure where flights go to and from).

Cost is also a consideration of course. We then plan to stay in Tas for perhaps 4 nights, fly back to Sydney, spend a few days in Sydney and on the way home spend perhaps 6 nights somewhere different midway home perhaps USA somewhere but again flexible on where. We have been advised not to do this as possibly up for 4 lots of jetlag but unless it's a really bad idea still want to do it.

Can anyone give any advice on good places to go on the way there and on the way back. Any tips very welcome, good / cheap airlines etc. I will contact people like Travelbag and Trailfinders but thought fellow tripadvisor users may be able to help it's such a good source of info.

We have about two and a half weeks which we realise is not long enough!!

Many thanks in advance",,False
1830,"I made an air reservation for my wife today using Travelocity to match my return flight. I'm leaving a couple of days before her for some training. So I made the reservations and bought the tickets - Midwest Airlines outbound and Delta on the return. All looked good and I got the web page saying they charged my credit card $300-some dollars. Great, since she's got a ticket, I went onto my corporate travel site and bought my ticket. All's good, or so I thought...

Picked up my e-mail after dinner and had a message from Travelocity that they could not ticket my flight and to call an 888 number. I did that and after the requisite hold time got an Indian-sounding fellow who started explaining that Midwest and Delta don't have a codeshare agreement anymore than that I'd need to pick up my bags and transfer them between airlines.

I tried to point out that the outbound and return were on the same airline and I started to get an incomprehensible story about how it was complicated and Travelocity couldn't ticket it. Aarrghh!

The corporate website had no problem - why did Travelocity? And why do they show ""impossible"" itineraries? I'm frustrated. Is there something to this or did I just get a useless customer service rep?",,False
1897,"Any time I've looked at one way fares from the US to, say Florence and back to the US from Amsterdam, as compared to round trip fares from one of those cities, the difference in price is fairly stunning.

Would I be better off (on this hypothetical trip) to fly to Amsterdam, use a RailEurope or other rail ticket for multiple cities, working my way down to Florence and back up to Amsterdam to then fly home on a round trip ticket?

Also, I've wondered if perhaps a travel agent could come up with better fares on an open jaw trip than I am able to just using search engines on line?

Thanks!",,False
1870,"Have not seen this question on TA before (and is this correct forum?):

Can't seem to locate an answer on the US Passport site. Thought you might know: We are preparing for a RTW and discover our passport pages are full. Does this matter? Will they just stamp over stamps or find a free corner on the page?

Thanks for any information.",,False
1866,"I'm investigating all my options for my trip to Paris from Orlando in November for a month. While the sales for travel during that time haven't been posted, I'm curious from all you TA people out there which of these options would you seriously consider.

Of course, fare will be part of the decision but if all fares are equal or close, then considering the plane and seat configuration plays a big role. At this point I will be in economy, although if there's a decent fare for premium econ, I may consider that.

American - via Mia, flies 767s with 2-3-2 seating. I am an Advantage member and would earn miles. Air France, via Atlanta, JFK, IAD or Detroit. Flies 777-200s, A340s or the A380. I have flown AF in the past and enjoy their service. Seating is either 2-4-2 or 3-4-3. Aer LIngus from Orlando to Dublin, then connecting to Paris. Flies A-330's, with 2-4-2 seating. US Air via CLT or PHI, in A-330s with 2-4-2 seating. Lufthansa from Orlando to FRA then connecting to Paris. Flies 747 with 3-4-3 seating.

I'm interested in views re: service on the flights and seating configuration. If you were flying by yourself, would you prefer the 2-3 -2 or the 2-4-2 or the 3-4-3 configuration. I typically try for a window seat so I can sleep better but will also take an aisle on the center section if I think there's a great chance of an empty seat next to me. What about the window sections with 3 seats -- would that middle seat be the last to be assigned (unless of course a couple requests it). There is part of me that likes the idea of getting on a plane here in Orlando and going nonstop to Europe with the connection there. But either way works for me.

Thanks, looking forward to hearing your views.",,False
1481,"Hi everyone.

I'm traveling to New York in two weeks and I'm having difficulty uploading API information to the Thomas Cook website. TC website states that API needs to be uploaded no later than 75 hours prior to departure to the USA.

I have spoken to a representative on the TC website who has confirmed that I can sort out my API at the airport when checking in.

Has anyone else been having this problem or has anyone else traveling to the USA done their API at the airport?",,False
1912,"Hi guys,

can somebody tell me whether there is any guaranty if I want to buy a ticket that includes various airlines in case the other airline departs later and I miss the connecting flight (of a different airline)?

Will they offer me the next possible flight? Or are there any fees?",,False
1501,"A friend is flying back to Birmingham this weekend from Hurghada Egypt. He told me he was flying back on Saturday with Thomas Cook or Thomson - but I cant find any flights listed. He may have got the departure day wrong?

Does anyone know when these companies fly into Bham from Hurghada, and what the flight code is? I want to meet him at the airport, but he has lost his phone and I can no longer contact him.

Thanks",,False
